Home Win/Loss,Home Team Streak,Away Team Streak,record_home,record_away,fg_pct_home Rolling Avg,fg_pct_away Rolling Avg,fg3_pct_home Rolling Avg,fg3_pct_away Rolling Avg,ft_pct_home Rolling Avg,ft_pct_away Rolling Avg,reb_home Rolling Avg,reb_away Rolling Avg,ast_home Rolling Avg,ast_away Rolling Avg,stl_home Rolling Avg,stl_away Rolling Avg,blk_home Rolling Avg,blk_away Rolling Avg,tov_home Rolling Avg,tov_away Rolling Avg,plus_minus_home Rolling Avg,plus_minus_away Rolling Avg
L,3.0,0.0,0.7076923076923077,0.4461538461538462,0.49000000000000005,0.5174,0.3428,0.374,0.7696,0.806,47.0,36.2,31.0,23.6,7.4,7.0,3.8,3.6,13.2,14.0,6.8,-1.6
L,2.0,2.0,0.5303030303030303,0.6119402985074627,0.4774,0.4822,0.4098,0.3898,0.8625999999999999,0.7458,36.8,43.0,24.0,25.6,6.2,8.4,2.8,5.8,13.8,11.8,-2.6,6.4
W,0.0,1.0,0.47692307692307695,0.5151515151515151,0.46720000000000006,0.4878,0.3034,0.414,0.8234,0.7436,37.4,38.2,24.0,22.8,8.8,6.6,2.8,3.0,11.8,12.8,-8.6,0.4
L,0.0,0.0,0.47692307692307695,0.49230769230769234,0.504,0.511,0.41479999999999995,0.3952,0.8375999999999999,0.827,45.4,41.0,24.6,24.2,7.4,7.6,4.2,3.0,14.4,13.8,0.6,1.4
W,0.0,0.0,0.6818181818181818,0.47692307692307695,0.4476,0.46040000000000003,0.3426,0.34500000000000003,0.7708,0.8460000000000001,46.4,38.4,25.2,24.2,6.2,8.0,6.0,6.0,14.8,14.6,-5.4,-7.6
W,1.0,0.0,0.5074626865671642,0.48484848484848486,0.46799999999999997,0.4518,0.3362,0.352,0.8413999999999999,0.8096,42.8,41.6,24.6,26.4,8.0,8.6,3.6,5.0,15.6,13.8,-7.2,-5.6
W,0.0,3.0,0.5538461538461539,0.47692307692307695,0.4822,0.49219999999999997,0.368,0.3642,0.7687999999999999,0.7754,47.8,42.0,26.0,28.0,5.6,9.6,5.6,3.2,11.2,12.0,9.0,6.8
W,0.0,0.0,0.4393939393939394,0.23076923076923078,0.5134000000000001,0.5008,0.377,0.3546,0.766,0.7274,38.2,45.2,27.6,23.8,7.2,6.8,6.8,4.0,10.2,14.6,0.6,-2.6
L,0.0,0.0,0.4090909090909091,0.4696969696969697,0.4896,0.4484,0.3156,0.3198,0.7656000000000001,0.7622,42.2,48.4,23.4,24.2,7.8,6.6,2.4,9.2,14.8,18.8,-3.4,-6.6
W,1.0,0.0,0.59375,0.582089552238806,0.5398,0.5166,0.40380000000000005,0.40279999999999994,0.7565999999999999,0.6856,43.2,43.4,31.2,21.4,5.0,5.8,2.2,3.6,13.6,14.2,5.4,7.2
L,0.0,0.0,0.22727272727272727,0.31343283582089554,0.46820000000000006,0.4476,0.3022,0.358,0.7525999999999999,0.7726,42.0,43.8,23.8,22.6,8.0,5.2,4.2,4.4,15.6,14.8,-9.0,-4.6
W,0.0,0.0,0.59375,0.5151515151515151,0.44720000000000004,0.4788,0.34500000000000003,0.35300000000000004,0.7746000000000001,0.8545999999999999,40.4,44.8,25.2,30.0,8.8,6.2,6.0,4.2,8.2,16.4,-1.0,6.8
W,0.0,1.0,0.7230769230769231,0.5692307692307692,0.5202,0.44139999999999996,0.42960000000000004,0.33799999999999997,0.7458,0.8338000000000001,45.4,40.8,29.8,24.0,5.4,8.8,3.6,6.6,13.4,13.0,10.0,2.0
L,0.0,0.0,0.5074626865671642,0.5606060606060606,0.4734,0.43339999999999995,0.391,0.3492,0.6577999999999999,0.8737999999999999,41.8,42.6,25.4,23.0,9.6,8.4,7.0,6.2,14.4,12.2,-1.8,3.8
W,0.0,0.0,0.6615384615384615,0.4696969696969697,0.53,0.4476,0.4772,0.3398,0.9087999999999999,0.8362,40.0,41.2,27.0,22.6,6.8,7.4,3.6,5.6,11.4,15.2,9.2,-8.4
L,0.0,0.0,0.4696969696969697,0.5,0.5182,0.5168,0.4404,0.3714,0.8324,0.8166,43.6,39.0,27.6,25.4,8.0,8.4,3.4,3.6,16.4,12.8,-0.4,1.4
W,0.0,0.0,0.24615384615384617,0.696969696969697,0.4368,0.4932,0.323,0.3584,0.7576,0.7058,42.6,46.2,24.4,31.8,6.6,7.6,4.8,3.4,14.2,12.4,-8.2,6.2
W,2.0,0.0,0.48484848484848486,0.47761194029850745,0.44580000000000003,0.4514,0.34900000000000003,0.3612,0.8218,0.8353999999999999,48.2,41.2,24.6,26.8,5.6,10.2,5.0,4.6,15.6,13.4,0.6,-2.2
W,0.0,2.0,0.5223880597014925,0.6176470588235294,0.491,0.4888,0.384,0.3798,0.869,0.7454000000000001,36.8,42.4,24.2,26.8,5.6,9.2,3.0,5.2,16.0,13.0,-3.8,10.6
W,0.0,1.0,0.5074626865671642,0.7272727272727273,0.45899999999999996,0.5067999999999999,0.3396,0.43,0.8836,0.8364,42.0,46.6,28.2,30.0,7.0,5.0,4.4,5.4,16.2,13.2,-1.0,8.2
L,1.0,2.0,0.5606060606060606,0.6,0.493,0.5388,0.3874,0.3826,0.7812,0.7732,47.8,42.0,27.6,30.4,6.6,5.6,6.0,2.6,12.0,12.0,13.4,4.6
L,0.0,0.0,0.22727272727272727,0.45454545454545453,0.4934,0.5196,0.3672,0.3872,0.7322,0.8300000000000001,48.8,38.4,20.8,24.6,7.0,7.4,4.0,3.4,15.4,13.6,-0.2,-1.4
W,1.0,0.0,0.6,0.5074626865671642,0.4638,0.4904,0.3962,0.40199999999999997,0.766,0.7482,39.4,35.4,27.4,23.4,7.4,7.0,5.4,2.0,9.6,11.2,0.8,-0.4
L,0.0,1.0,0.5074626865671642,0.6865671641791045,0.5128,0.45499999999999996,0.394,0.37320000000000003,0.7954,0.7436,39.8,48.4,26.2,26.2,9.4,7.0,3.0,4.8,13.8,14.6,3.4,2.0
L,0.0,1.0,0.22388059701492538,0.44776119402985076,0.4666,0.5124,0.3458,0.382,0.7718,0.8135999999999999,43.8,37.6,24.2,27.4,6.6,7.8,4.4,8.2,17.6,10.6,-8.8,-0.2
W,2.0,0.0,0.5147058823529411,0.5735294117647058,0.48,0.505,0.33140000000000003,0.3774,0.8295999999999999,0.6794,44.0,46.2,24.4,22.8,7.6,6.2,3.4,3.2,16.4,14.0,-3.6,3.2
L,1.0,0.0,0.48484848484848486,0.4696969696969697,0.49000000000000005,0.47940000000000005,0.3574,0.37120000000000003,0.8298,0.7992,39.4,41.0,25.4,27.0,7.4,9.6,4.0,3.4,13.4,13.2,-2.8,1.8
W,0.0,1.0,0.40298507462686567,0.5294117647058824,0.492,0.5062,0.3568,0.4324,0.7408,0.869,40.8,39.4,23.4,25.0,7.8,6.4,3.0,3.4,13.4,16.6,-6.4,1.6
L,0.0,0.0,0.3235294117647059,0.47761194029850745,0.44399999999999995,0.4664,0.3246,0.32480000000000003,0.7278,0.7954,43.4,45.6,22.6,23.8,5.8,7.0,5.6,8.6,14.0,19.2,-4.8,-8.4
W,0.0,0.0,0.47761194029850745,0.4626865671641791,0.48460000000000003,0.4638,0.3836,0.3654,0.833,0.7834,40.4,40.2,25.4,23.8,6.2,7.6,4.4,4.6,14.4,14.2,-4.0,-6.4
W,1.0,0.0,0.6666666666666666,0.4626865671641791,0.5347999999999999,0.5136000000000001,0.47359999999999997,0.3988,0.8674,0.8295999999999999,40.2,43.6,27.0,27.0,7.0,8.6,3.4,3.8,11.6,16.4,4.8,-4.0
L,0.0,0.0,0.6865671641791045,0.5671641791044776,0.489,0.4324,0.366,0.3664,0.7474000000000001,0.8291999999999999,42.8,46.0,31.2,21.8,8.4,8.6,3.6,6.2,12.0,12.4,2.6,8.8
L,0.0,0.0,0.3188405797101449,0.6086956521739131,0.4528,0.477,0.355,0.36360000000000003,0.7858,0.736,42.4,40.2,23.4,25.6,6.2,8.8,7.0,5.4,12.6,12.4,-3.6,4.8
L,1.0,0.0,0.25757575757575757,0.47761194029850745,0.46699999999999997,0.47519999999999996,0.3488,0.3804,0.7485999999999999,0.818,44.4,40.2,26.4,24.6,7.6,10.2,3.6,3.0,16.0,13.0,-3.4,5.8
L,3.0,0.0,0.4925373134328358,0.5652173913043478,0.47000000000000003,0.4548,0.3592,0.3084,0.8478,0.7238,44.0,47.8,25.8,21.4,6.2,6.2,4.6,3.2,14.6,12.8,5.0,-3.8
L,0.0,2.0,0.5,0.6060606060606061,0.4812,0.4628,0.40700000000000003,0.3658,0.75,0.7642,36.4,39.6,22.8,27.0,6.8,7.6,2.0,4.6,12.0,10.2,-0.8,-1.2
W,0.0,1.0,0.22058823529411764,0.45588235294117646,0.458,0.49960000000000004,0.3306,0.3548,0.741,0.8116,44.2,41.0,24.6,27.2,6.4,8.6,5.4,7.8,16.6,11.6,-9.6,0.6
L,2.0,0.0,0.6060606060606061,0.7164179104477612,0.5304,0.48860000000000003,0.39699999999999996,0.4196,0.7942,0.8422000000000001,39.6,47.0,27.4,29.8,7.0,6.0,2.2,6.6,11.0,15.0,5.2,2.0
W,1.0,0.0,0.5147058823529411,0.5522388059701493,0.4574,0.5076,0.3624,0.3798,0.8949999999999999,0.8266,43.0,44.8,29.8,29.4,7.6,8.0,4.0,5.6,16.8,12.4,-4.0,12.2
L,0.0,0.0,0.5,0.5,0.49860000000000004,0.487,0.3604,0.3754,0.8204,0.6772,40.8,42.6,25.0,26.0,8.2,9.4,2.8,6.6,12.4,14.0,-2.0,-1.0
W,0.0,0.0,0.5217391304347826,0.4852941176470588,0.49939999999999996,0.4852,0.39580000000000004,0.3222,0.8714000000000001,0.842,38.6,47.2,24.2,25.2,6.6,6.2,3.4,7.6,17.6,17.4,-0.4,-5.2
W,0.0,1.0,0.22388059701492538,0.6911764705882353,0.5098,0.46440000000000003,0.3966,0.3684,0.7572,0.746,45.6,47.8,23.0,27.8,8.2,7.2,3.6,5.2,16.0,13.8,1.0,3.0
L,0.0,0.0,0.5441176470588235,0.7205882352941176,0.51,0.49879999999999997,0.3458,0.41059999999999997,0.8119999999999999,0.8272,44.6,47.0,28.4,29.6,8.0,5.8,4.6,6.8,12.6,15.0,7.2,4.4
W,0.0,1.0,0.45588235294117646,0.2318840579710145,0.49319999999999997,0.4726,0.32839999999999997,0.3584,0.8220000000000001,0.737,42.0,44.8,25.6,26.4,7.6,7.4,3.8,5.0,13.6,14.8,-6.4,-0.8
L,0.0,0.0,0.45588235294117646,0.5714285714285714,0.4673999999999999,0.4342,0.3594,0.2848,0.7634000000000001,0.7564,42.6,50.2,24.6,20.4,7.4,6.2,3.6,3.0,14.4,12.6,-6.2,-3.4
L,1.0,0.0,0.4852941176470588,0.4852941176470588,0.4812,0.4716,0.40659999999999996,0.33440000000000003,0.8108000000000001,0.8064,40.8,43.2,27.8,26.2,6.6,5.8,5.0,3.4,16.2,14.2,-2.8,3.0
L,0.0,0.0,0.3142857142857143,0.6142857142857143,0.458,0.4734,0.3752,0.3528,0.7632,0.7592000000000001,44.2,40.6,23.4,25.0,5.6,8.8,7.2,5.4,12.2,13.0,-2.6,6.8
W,0.0,0.0,0.47058823529411764,0.6764705882352942,0.4706,0.47379999999999994,0.3612,0.35700000000000004,0.8524,0.7598,39.2,44.0,27.4,28.6,10.8,7.6,4.0,4.2,13.6,12.8,-5.4,-2.0
W,0.0,1.0,0.2537313432835821,0.4117647058823529,0.45620000000000005,0.4976,0.3428,0.37239999999999995,0.768,0.759,45.4,41.6,26.6,25.8,6.4,9.2,4.0,4.0,17.0,14.6,-7.4,0.4
W,0.0,0.0,0.4852941176470588,0.5735294117647058,0.45099999999999996,0.44820000000000004,0.35259999999999997,0.38,0.8634000000000001,0.8426,43.2,42.2,23.6,23.2,9.4,9.0,2.6,5.4,13.4,11.8,2.8,7.2
L,1.0,0.0,0.2647058823529412,0.4927536231884058,0.4774,0.4492,0.38760000000000006,0.355,0.7698,0.7666000000000001,44.8,38.4,28.2,22.2,6.6,5.8,4.2,2.4,16.6,12.0,-6.0,-5.4
W,1.0,2.0,0.5285714285714286,0.6119402985074627,0.4918,0.4806,0.404,0.3618,0.8695999999999999,0.7777999999999999,37.4,41.0,22.0,26.8,8.0,8.2,3.6,4.0,16.2,11.2,-1.2,5.2
W,3.0,2.0,0.5217391304347826,0.5217391304347826,0.4922000000000001,0.46319999999999995,0.3194,0.3952,0.8055999999999999,0.8315999999999999,43.0,42.6,24.0,29.8,6.0,7.8,3.6,4.4,13.4,16.4,0.0,-3.6
L,0.0,0.0,0.4626865671641791,0.5970149253731343,0.5178,0.513,0.40099999999999997,0.4204,0.8106,0.7407999999999999,40.2,39.6,24.0,28.4,7.6,7.2,3.8,2.2,12.4,10.6,1.4,3.2
L,0.0,2.0,0.6197183098591549,0.6716417910447762,0.4766,0.522,0.3638,0.4606,0.8164,0.867,38.8,41.2,25.0,27.2,7.6,6.4,5.0,5.2,12.4,10.6,5.2,10.0
L,0.0,0.0,0.5072463768115942,0.6811594202898551,0.5088,0.45640000000000003,0.392,0.36360000000000003,0.6981999999999999,0.787,40.8,45.8,29.4,26.4,9.0,7.0,7.0,4.6,12.8,12.8,1.8,4.6
W,1.0,0.0,0.23529411764705882,0.4927536231884058,0.48600000000000004,0.4864,0.38980000000000004,0.36219999999999997,0.76,0.8183999999999999,46.2,45.4,23.2,26.4,8.2,5.8,3.0,3.4,15.0,14.8,-1.0,7.6
W,1.0,1.0,0.4782608695652174,0.4927536231884058,0.4868,0.4408,0.3866,0.3436,0.8288,0.8737999999999999,39.4,45.0,26.8,23.2,11.2,9.4,3.0,1.8,13.0,13.2,-0.2,3.6
L,0.0,0.0,0.5652173913043478,0.6029411764705882,0.4554,0.5002,0.3828,0.4024,0.826,0.7528,41.0,40.8,24.0,28.6,8.6,7.4,4.6,2.6,13.6,13.4,1.2,4.6
L,0.0,0.0,0.22857142857142856,0.6666666666666666,0.45640000000000003,0.49240000000000006,0.3546,0.3534,0.7804,0.7586,43.2,39.8,24.0,28.8,7.2,8.2,4.4,4.0,13.8,13.6,-3.6,-8.2
W,0.0,0.0,0.5362318840579711,0.4057971014492754,0.49640000000000006,0.4814,0.3302,0.36439999999999995,0.819,0.7535999999999999,44.6,41.6,27.2,26.4,8.2,8.8,3.8,3.6,12.6,12.4,0.6,-5.4
L,0.0,0.0,0.7246376811594203,0.4492753623188406,0.499,0.49219999999999997,0.38239999999999996,0.344,0.8023999999999999,0.7729999999999999,47.2,41.4,28.4,27.2,6.4,7.8,6.8,7.2,15.2,12.0,5.6,-1.2
W,0.0,1.0,0.6111111111111112,0.463768115942029,0.4812,0.5115999999999999,0.3614,0.3206,0.7928,0.8385999999999999,33.8,40.4,23.6,26.2,8.0,7.8,4.0,5.2,11.8,14.8,2.6,-1.2
L,0.0,0.0,0.4857142857142857,0.5,0.47359999999999997,0.45280000000000004,0.3456,0.379,0.8224,0.7554000000000001,43.4,42.6,24.8,23.8,6.6,5.6,3.4,3.2,15.0,13.8,5.2,-2.8
L,0.0,0.0,0.4492753623188406,0.6857142857142857,0.4502,0.4586,0.367,0.3524,0.744,0.771,41.0,43.8,23.6,25.0,7.2,6.8,3.2,4.6,13.4,11.8,-10.0,5.4
W,0.0,0.0,0.45588235294117646,0.5,0.4998,0.5024,0.38839999999999997,0.3762,0.8382,0.6936,41.8,40.8,24.2,29.0,8.4,7.6,3.8,6.2,12.4,12.6,0.4,-0.2
L,0.0,0.0,0.2608695652173913,0.6029411764705882,0.4806,0.47300000000000003,0.39480000000000004,0.3342,0.6952,0.7598,45.8,43.6,28.6,26.2,6.2,6.8,4.4,3.6,15.6,12.8,-5.4,2.6
W,2.0,0.0,0.2463768115942029,0.4782608695652174,0.4692,0.47859999999999997,0.3366,0.3888,0.714,0.7852,47.6,43.2,21.8,28.4,7.2,6.6,3.0,4.8,16.2,16.0,-6.6,-4.0
L,0.0,2.0,0.30985915492957744,0.6764705882352942,0.4962,0.526,0.374,0.45779999999999993,0.7632,0.8698,42.4,44.0,25.6,27.2,5.8,7.0,8.2,6.2,14.6,13.4,-2.6,11.2
W,0.0,0.0,0.4927536231884058,0.5142857142857142,0.4958,0.49540000000000006,0.3368,0.4204,0.8112,0.8116,43.6,41.4,24.0,30.0,7.0,8.4,3.4,3.4,12.4,17.0,-4.6,-3.6
W,0.0,0.0,0.6086956521739131,0.5070422535211268,0.49260000000000004,0.48580000000000007,0.3592,0.39699999999999996,0.7414,0.7766,45.0,45.6,28.0,28.4,8.2,8.0,4.2,4.6,14.8,16.2,5.6,-3.4
W,0.0,0.0,0.4782608695652174,0.6901408450704225,0.48339999999999994,0.46959999999999996,0.3444,0.3572,0.8298,0.8034000000000001,47.2,43.8,26.6,25.8,6.6,8.2,5.6,4.0,15.8,12.6,-0.6,9.0
W,2.0,0.0,0.4857142857142857,0.49295774647887325,0.47940000000000005,0.4744,0.3942,0.3594,0.8288,0.687,44.4,42.8,26.6,29.4,10.4,8.0,3.4,6.6,12.2,13.4,1.8,-2.6
L,0.0,2.0,0.45714285714285713,0.6811594202898551,0.5014000000000001,0.509,0.3668,0.42619999999999997,0.7304,0.8375999999999999,42.8,49.2,29.0,24.6,7.8,7.6,6.6,7.0,12.2,14.0,1.4,18.2
L,0.0,0.0,0.45714285714285713,0.6086956521739131,0.4878,0.465,0.2942,0.3816,0.8455999999999999,0.7727999999999999,40.6,45.6,25.2,25.2,7.0,6.4,5.4,3.0,15.2,13.6,-6.2,2.6
L,4.0,0.0,0.5285714285714286,0.4,0.516,0.4814,0.3718,0.35059999999999997,0.7968,0.764,42.4,43.4,26.2,25.6,7.2,8.0,2.8,3.8,11.8,14.0,6.4,-5.4
W,0.0,0.0,0.5774647887323944,0.6714285714285714,0.43899999999999995,0.49800000000000005,0.2974,0.3412,0.76,0.7294,49.8,41.0,21.4,28.6,6.4,8.2,3.8,5.0,11.2,12.8,-0.6,-5.4
W,1.0,2.0,0.463768115942029,0.5352112676056338,0.5144,0.505,0.4192,0.3832,0.8596,0.8602000000000001,44.4,39.2,24.0,23.2,8.8,8.4,4.8,3.8,13.0,16.6,6.2,2.2
L,0.0,0.0,0.5571428571428572,0.6619718309859155,0.43920000000000003,0.5164,0.3796,0.339,0.8065999999999999,0.796,42.0,38.8,23.4,29.4,7.8,7.8,4.0,5.0,12.6,13.2,-4.2,-2.4
W,0.0,1.0,0.4857142857142857,0.5428571428571428,0.4196,0.48179999999999995,0.3356,0.3338,0.8872,0.859,44.0,43.4,21.2,27.0,8.4,8.6,2.2,4.4,12.2,13.6,-1.6,0.4
W,0.0,1.0,0.2571428571428571,0.5,0.4678,0.479,0.40700000000000003,0.3528,0.7232000000000001,0.7994,49.6,45.2,30.2,23.8,7.4,7.4,4.4,5.0,16.6,12.4,-0.2,-2.6
W,0.0,3.0,0.7142857142857143,0.49295774647887325,0.4866,0.48600000000000004,0.3798,0.38680000000000003,0.7525999999999999,0.8208,48.4,45.2,28.0,25.4,6.4,11.4,6.6,3.2,14.2,12.2,0.2,5.8
L,0.0,0.0,0.44285714285714284,0.5211267605633803,0.449,0.5014000000000001,0.3496,0.35819999999999996,0.734,0.806,40.8,44.6,22.0,24.6,8.2,7.6,2.8,2.8,15.0,13.4,-14.0,5.6
L,0.0,0.0,0.22535211267605634,0.5277777777777778,0.44580000000000003,0.4904,0.3568,0.382,0.728,0.8667999999999999,44.6,39.6,23.0,23.4,7.6,7.8,4.4,3.4,14.8,14.6,-7.0,0.2
L,3.0,0.0,0.2571428571428571,0.4714285714285714,0.48019999999999996,0.4662,0.3516,0.3988,0.714,0.8039999999999999,48.4,42.2,23.0,27.0,7.8,7.0,3.4,5.0,15.0,14.6,-1.8,-1.4
W,0.0,0.0,0.4788732394366197,0.4084507042253521,0.4848,0.4814,0.3456,0.35519999999999996,0.7864,0.7686,40.4,44.8,24.0,25.4,7.4,9.4,3.6,4.8,14.4,15.0,3.2,-2.2
W,1.0,0.0,0.6142857142857143,0.5070422535211268,0.4944,0.4596,0.364,0.3888,0.7264,0.7586,44.4,41.0,27.8,24.4,8.0,5.2,4.6,2.8,13.4,13.4,4.2,-3.4
W,1.0,0.0,0.4857142857142857,0.6142857142857143,0.47220000000000006,0.4718,0.368,0.438,0.8214,0.7445999999999999,50.6,46.0,26.4,26.4,6.2,5.8,5.0,3.8,14.0,12.8,1.6,4.4
L,2.0,2.0,0.6857142857142857,0.4714285714285714,0.533,0.5054000000000001,0.392,0.4282,0.8097999999999999,0.8836,44.4,44.2,26.6,27.2,8.2,9.2,7.0,5.2,12.4,12.8,17.6,9.6
L,1.0,0.0,0.5833333333333334,0.4861111111111111,0.4524,0.48719999999999997,0.29860000000000003,0.3416,0.7886,0.7156,50.6,44.4,22.4,31.0,7.6,7.2,3.8,5.6,12.0,14.2,2.0,-1.0
L,0.0,0.0,0.2535211267605634,0.5,0.4702,0.4838,0.3356,0.4046,0.7586,0.7497999999999999,44.0,47.6,22.4,28.8,7.4,6.8,2.6,5.6,14.2,15.4,-2.0,-2.0
W,0.0,0.0,0.3055555555555556,0.4507042253521127,0.4648,0.487,0.3276,0.3632,0.757,0.7784,41.0,45.0,24.2,29.0,7.4,7.2,8.4,6.8,15.0,13.8,-11.8,-1.8
W,0.0,1.0,0.4788732394366197,0.2676056338028169,0.4638,0.4678,0.38639999999999997,0.4282,0.7928,0.6952,40.2,47.8,26.2,29.2,7.6,7.2,4.6,5.4,13.6,15.2,-0.8,-0.2
W,0.0,0.0,0.4027777777777778,0.4507042253521127,0.46820000000000006,0.4648,0.3136,0.28359999999999996,0.7926,0.8512000000000001,46.4,42.0,26.0,23.8,9.2,6.4,4.6,6.2,14.6,13.4,-2.0,-8.6
L,0.0,1.0,0.5492957746478874,0.6164383561643836,0.453,0.49400000000000005,0.37039999999999995,0.33940000000000003,0.7816,0.7684,39.2,35.6,24.6,24.6,7.8,7.2,3.8,4.8,12.2,10.6,-4.4,6.4
W,0.0,0.0,0.49295774647887325,0.2222222222222222,0.46820000000000006,0.4486,0.3154,0.3528,0.8156000000000001,0.7328,48.2,42.8,22.8,24.2,6.0,7.4,4.8,4.0,12.6,13.6,-4.6,-7.4
L,0.0,0.0,0.6056338028169014,0.6805555555555556,0.45999999999999996,0.46959999999999996,0.42519999999999997,0.37,0.729,0.8109999999999999,46.8,42.8,28.2,26.6,4.8,6.8,4.0,4.0,11.0,12.0,1.0,4.4
L,0.0,1.0,0.5277777777777778,0.49295774647887325,0.487,0.4446,0.3612,0.3444,0.7826,0.858,43.8,45.4,24.8,20.6,8.6,8.2,3.0,2.4,12.0,12.2,7.4,5.4
L,2.0,0.0,0.49295774647887325,0.43661971830985913,0.48760000000000003,0.466,0.3886,0.3346,0.8433999999999999,0.7544000000000001,50.8,39.4,28.4,23.2,4.8,8.6,5.8,4.2,13.2,14.8,4.0,-12.6
L,2.0,0.0,0.4788732394366197,0.676056338028169,0.485,0.5138,0.404,0.3742,0.8603999999999999,0.8240000000000001,42.6,46.8,26.0,27.2,9.8,8.4,6.2,7.8,13.2,14.6,6.2,16.6
W,1.0,0.0,0.7183098591549296,0.2638888888888889,0.5067999999999999,0.46180000000000004,0.375,0.43600000000000005,0.7478,0.6636,45.2,45.2,28.4,28.8,5.4,8.2,5.8,4.6,13.4,14.6,0.6,-4.8
W,0.0,1.0,0.4931506849315068,0.5,0.512,0.47240000000000004,0.3982,0.2922,0.7414,0.8078,41.8,51.2,32.0,23.0,7.0,5.2,5.2,5.2,14.4,12.0,0.4,-1.6
L,0.0,0.0,0.4861111111111111,0.4444444444444444,0.49779999999999996,0.4812,0.388,0.3524,0.7849999999999999,0.741,45.2,46.2,26.2,27.6,10.2,5.8,3.6,5.0,11.2,15.8,6.0,-4.8
W,2.0,0.0,0.6197183098591549,0.25,0.49119999999999997,0.45759999999999995,0.3686,0.29700000000000004,0.7136,0.7722,45.4,45.6,27.0,19.6,7.6,8.2,4.2,2.4,13.4,14.6,4.2,-3.0
W,0.0,0.0,0.5342465753424658,0.5753424657534246,0.48419999999999996,0.4822,0.352,0.3466,0.8682000000000001,0.8310000000000001,38.8,45.8,25.6,22.2,7.2,7.4,3.4,4.2,13.4,12.6,1.8,1.8
W,1.0,0.0,0.4861111111111111,0.5352112676056338,0.4646,0.4732,0.3402,0.3242,0.749,0.8256,43.8,40.6,23.4,27.0,6.2,8.0,3.8,4.8,13.2,13.4,2.4,-6.6
L,0.0,0.0,0.5,0.5068493150684932,0.466,0.5016,0.38039999999999996,0.39180000000000004,0.8012,0.7363999999999999,41.6,44.2,24.0,28.4,4.8,6.8,3.6,6.0,14.0,16.4,-2.8,-1.2
L,0.0,0.0,0.4444444444444444,0.6666666666666666,0.46820000000000006,0.5236000000000001,0.2944,0.36920000000000003,0.8522000000000001,0.7906000000000001,40.0,40.2,24.4,29.2,6.2,6.0,5.8,4.8,13.2,13.8,-9.2,0.4
W,1.0,0.0,0.410958904109589,0.5675675675675675,0.4788,0.5134000000000001,0.3322,0.3814,0.8146000000000001,0.8131999999999999,44.0,43.4,24.6,23.8,8.6,7.8,3.6,4.6,14.0,14.0,-2.4,2.6
W,0.0,1.0,0.5205479452054794,0.5,0.4726,0.43579999999999997,0.33999999999999997,0.3342,0.742,0.875,44.2,47.2,24.4,21.0,8.6,6.4,2.6,2.8,11.4,12.2,5.6,2.8
W,1.0,1.0,0.4861111111111111,0.3150684931506849,0.491,0.45599999999999996,0.3992,0.3256,0.7896,0.782,41.4,39.6,27.8,24.6,8.6,7.6,4.2,7.8,12.4,14.6,9.0,-12.6
L,0.0,1.0,0.5416666666666666,0.6216216216216216,0.44980000000000003,0.5022,0.3308,0.3522,0.7928,0.7684,39.4,35.6,25.6,24.2,7.6,7.4,3.8,4.2,12.6,11.2,-5.8,8.4
L,0.0,2.0,0.4861111111111111,0.7222222222222222,0.47140000000000004,0.5248,0.375,0.36239999999999994,0.7974,0.6926,51.8,46.4,27.8,27.6,4.2,5.6,5.2,5.2,13.0,13.0,0.2,9.6
W,0.0,0.0,0.5135135135135135,0.6805555555555556,0.5044000000000001,0.5064,0.356,0.3848,0.7864,0.828,44.8,47.2,29.4,27.4,6.6,9.0,5.8,6.6,15.8,16.4,-3.0,17.8
L,0.0,0.0,0.4444444444444444,0.4722222222222222,0.45780000000000004,0.4646,0.3146,0.35819999999999996,0.781,0.8695999999999999,40.8,42.2,24.0,24.6,9.2,9.8,4.6,5.2,14.8,14.2,-10.0,-0.4
W,0.0,0.0,0.684931506849315,0.4520547945205479,0.4668,0.5004000000000001,0.3566,0.4058,0.7836000000000001,0.756,43.4,42.4,26.2,28.2,7.4,5.2,3.4,4.8,11.4,16.6,7.2,-5.2
W,0.0,0.0,0.4794520547945205,0.2191780821917808,0.4854,0.4386,0.3578,0.35300000000000004,0.78,0.766,45.8,41.4,24.6,23.2,9.6,7.6,4.4,3.0,10.6,13.2,7.2,-10.6
W,0.0,0.0,0.4383561643835616,0.2602739726027397,0.48840000000000006,0.4262,0.279,0.3748,0.8370000000000001,0.638,40.4,45.0,24.6,26.2,6.2,8.4,5.6,4.4,12.6,15.4,-8.2,-15.6
L,0.0,0.0,0.4931506849315068,0.3108108108108108,0.47300000000000003,0.466,0.3956,0.2892,0.8135999999999999,0.733,39.2,38.6,24.4,24.6,5.4,8.2,3.4,5.8,13.8,16.6,-2.4,-14.8
W,0.0,0.0,0.5972222222222222,0.5277777777777778,0.4678,0.4678,0.4184,0.3426,0.7158,0.8119999999999999,46.2,40.4,27.0,25.6,4.6,7.2,4.4,5.4,12.0,14.0,-1.8,-7.0
W,2.0,0.0,0.4931506849315068,0.4931506849315068,0.47940000000000005,0.44820000000000004,0.3678,0.3496,0.788,0.8827999999999999,43.6,44.2,24.0,20.6,6.4,6.0,3.8,2.8,14.0,13.2,5.4,-4.0
