Home Team,Away Team,Game Date,Winner,Home Win/Loss,fg_pct_home,fg3_pct_home,ft_pct_home,reb_home,ast_home,stl_home,blk_home,tov_home,plus_minus_home,fg_pct_away,fg3_pct_away,ft_pct_away,reb_away,ast_away,stl_away,blk_away,tov_away,plus_minus_away
BOS,CHI,2023-01-09,BOS,W,0.437,0.268,0.952,50.0,25.0,2.0,7.0,9.0,8,0.453,0.343,0.643,42.0,19.0,6.0,1.0,8.0,-8
SAC,ORL,2023-01-09,SAC,W,0.536,0.5,0.75,48.0,39.0,4.0,1.0,11.0,25,0.456,0.318,0.75,41.0,24.0,7.0,7.0,13.0,-25
POR,ORL,2023-01-10,ORL,L,0.483,0.171,0.842,43.0,22.0,10.0,7.0,17.0,-3,0.513,0.375,0.8,35.0,19.0,10.0,2.0,16.0,3
GSW,PHX,2023-01-10,PHX,L,0.385,0.375,0.778,45.0,24.0,13.0,2.0,17.0,-12,0.456,0.452,0.935,57.0,26.0,5.0,7.0,22.0,12
LAC,DAL,2023-01-10,LAC,W,0.453,0.387,0.767,46.0,20.0,7.0,4.0,10.0,12,0.435,0.316,0.806,32.0,15.0,5.0,6.0,12.0,-12
PHI,DET,2023-01-10,PHI,W,0.607,0.355,0.933,55.0,36.0,7.0,8.0,19.0,31,0.404,0.359,0.833,26.0,23.0,9.0,5.0,11.0,-31
UTA,CLE,2023-01-10,UTA,W,0.437,0.278,0.811,54.0,21.0,3.0,3.0,16.0,2,0.467,0.27,0.833,37.0,18.0,7.0,7.0,5.0,-2
TOR,CHA,2023-01-10,TOR,W,0.495,0.455,0.815,49.0,32.0,4.0,4.0,11.0,12,0.547,0.429,0.733,34.0,33.0,6.0,4.0,10.0,-12
MIA,OKC,2023-01-10,MIA,W,0.392,0.303,1.0,41.0,18.0,10.0,4.0,20.0,1,0.484,0.257,0.667,44.0,27.0,8.0,3.0,19.0,-1
DET,MIN,2023-01-11,DET,W,0.6,0.531,0.786,38.0,30.0,10.0,7.0,17.0,17,0.489,0.485,0.762,36.0,22.0,7.0,2.0,19.0,-17
WAS,CHI,2023-01-11,WAS,W,0.463,0.304,0.81,52.0,21.0,5.0,3.0,18.0,3,0.466,0.31,0.667,39.0,16.0,7.0,6.0,12.0,-3
BOS,NOP,2023-01-11,BOS,W,0.484,0.341,0.88,50.0,24.0,7.0,5.0,9.0,11,0.517,0.367,0.765,33.0,22.0,5.0,4.0,9.0,-11
NYK,IND,2023-01-11,NYK,W,0.452,0.357,0.848,50.0,21.0,9.0,4.0,15.0,6,0.478,0.308,0.714,41.0,27.0,8.0,5.0,13.0,-6
ATL,MIL,2023-01-11,MIL,L,0.448,0.367,0.889,41.0,25.0,5.0,3.0,11.0,-9,0.459,0.375,0.545,57.0,28.0,6.0,4.0,11.0,9
MEM,SAS,2023-01-11,MEM,W,0.515,0.636,0.68,57.0,19.0,6.0,8.0,14.0,6,0.467,0.324,0.783,48.0,33.0,7.0,11.0,12.0,-6
DEN,PHX,2023-01-11,DEN,W,0.565,0.441,0.714,38.0,30.0,9.0,4.0,11.0,29,0.433,0.281,0.714,44.0,28.0,4.0,2.0,20.0,-29
SAC,HOU,2023-01-11,SAC,W,0.479,0.396,0.839,45.0,28.0,4.0,4.0,9.0,20,0.458,0.39,0.647,48.0,30.0,7.0,3.0,14.0,-20
MIA,MIL,2023-01-12,MIA,W,0.442,0.265,0.938,61.0,22.0,8.0,1.0,13.0,6,0.402,0.386,0.667,39.0,20.0,10.0,2.0,11.0,-6
BKN,BOS,2023-01-12,BOS,L,0.452,0.382,0.818,31.0,26.0,8.0,9.0,12.0,-11,0.477,0.333,0.882,48.0,23.0,4.0,6.0,14.0,11
TOR,CHA,2023-01-12,TOR,W,0.518,0.357,0.778,32.0,30.0,15.0,4.0,9.0,10,0.532,0.394,0.704,42.0,27.0,6.0,5.0,22.0,-10
POR,CLE,2023-01-12,CLE,L,0.513,0.333,0.759,36.0,17.0,6.0,4.0,17.0,-6,0.494,0.318,0.774,44.0,28.0,6.0,1.0,11.0,6
LAL,DAL,2023-01-12,DAL,L,0.393,0.244,0.63,56.0,24.0,7.0,4.0,10.0,-4,0.5,0.333,0.529,54.0,25.0,4.0,9.0,19.0,4
PHI,OKC,2023-01-12,OKC,L,0.443,0.306,0.926,39.0,30.0,4.0,3.0,17.0,-19,0.512,0.424,0.939,39.0,28.0,7.0,6.0,11.0,19
SAC,HOU,2023-01-13,SAC,W,0.547,0.5,0.862,46.0,34.0,10.0,8.0,14.0,25,0.473,0.324,0.64,34.0,23.0,10.0,4.0,15.0,-25
LAC,DEN,2023-01-13,DEN,L,0.471,0.345,0.786,43.0,20.0,6.0,3.0,12.0,-12,0.5,0.424,0.76,43.0,24.0,7.0,4.0,11.0,12
CHI,OKC,2023-01-13,OKC,L,0.447,0.316,0.917,42.0,30.0,7.0,5.0,16.0,-14,0.511,0.333,0.864,46.0,22.0,12.0,6.0,11.0,14
MIN,PHX,2023-01-13,MIN,W,0.522,0.357,0.85,37.0,24.0,13.0,3.0,15.0,5,0.477,0.609,0.833,43.0,28.0,10.0,3.0,19.0,-5
UTA,ORL,2023-01-13,UTA,W,0.434,0.314,0.725,59.0,15.0,9.0,11.0,24.0,4,0.438,0.389,0.625,40.0,23.0,13.0,3.0,15.0,-4
IND,ATL,2023-01-13,ATL,L,0.396,0.233,0.828,51.0,24.0,8.0,9.0,12.0,-2,0.436,0.485,0.714,50.0,26.0,6.0,9.0,14.0,2
WAS,NYK,2023-01-13,NYK,L,0.387,0.31,0.885,50.0,18.0,3.0,4.0,8.0,-4,0.446,0.276,0.71,54.0,15.0,3.0,6.0,7.0,4
DET,NOP,2023-01-13,NOP,L,0.478,0.233,0.708,42.0,20.0,7.0,3.0,13.0,-6,0.488,0.355,0.7,48.0,29.0,7.0,3.0,17.0,6
SAS,GSW,2023-01-13,GSW,L,0.455,0.364,0.735,38.0,26.0,6.0,3.0,15.0,-31,0.545,0.375,0.8,55.0,33.0,9.0,6.0,13.0,31
UTA,PHI,2023-01-14,PHI,L,0.478,0.3,0.826,48.0,20.0,5.0,6.0,12.0,-1,0.449,0.436,0.808,37.0,23.0,5.0,5.0,8.0,1
MIN,CLE,2023-01-14,MIN,W,0.563,0.321,0.733,31.0,22.0,10.0,5.0,15.0,8,0.487,0.286,0.87,40.0,24.0,5.0,2.0,18.0,-8
POR,DAL,2023-01-14,POR,W,0.557,0.415,0.955,47.0,34.0,7.0,4.0,12.0,17,0.524,0.478,0.579,25.0,28.0,4.0,3.0,11.0,-17
IND,MEM,2023-01-14,MEM,L,0.369,0.234,0.893,49.0,26.0,5.0,8.0,20.0,-18,0.552,0.375,0.786,45.0,32.0,11.0,8.0,16.0,18
CHA,BOS,2023-01-14,BOS,L,0.466,0.296,0.842,46.0,21.0,3.0,2.0,11.0,-16,0.475,0.358,0.9,46.0,35.0,8.0,4.0,7.0,16
MIA,MIL,2023-01-14,MIA,W,0.517,0.5,0.833,51.0,17.0,9.0,3.0,11.0,16,0.405,0.396,0.667,32.0,26.0,7.0,2.0,10.0,-16
TOR,ATL,2023-01-14,ATL,L,0.414,0.241,0.8,43.0,19.0,9.0,3.0,14.0,-11,0.512,0.407,0.944,40.0,19.0,6.0,4.0,12.0,11
CHI,GSW,2023-01-15,CHI,W,0.505,0.385,0.875,38.0,29.0,12.0,1.0,10.0,14,0.494,0.412,0.682,40.0,35.0,6.0,4.0,23.0,-14
LAL,PHI,2023-01-15,PHI,L,0.552,0.3,0.769,38.0,28.0,4.0,6.0,11.0,-1,0.506,0.353,0.789,38.0,29.0,3.0,7.0,10.0,1
BKN,OKC,2023-01-15,OKC,L,0.429,0.293,0.632,51.0,24.0,4.0,7.0,16.0,-10,0.444,0.387,0.769,50.0,21.0,5.0,7.0,9.0,10
POR,DAL,2023-01-15,POR,W,0.506,0.386,0.881,41.0,28.0,3.0,6.0,8.0,17,0.461,0.333,0.818,39.0,31.0,3.0,2.0,9.0,-17
LAC,HOU,2023-01-15,LAC,W,0.523,0.438,0.714,44.0,21.0,13.0,6.0,17.0,21,0.452,0.226,0.739,39.0,22.0,8.0,6.0,20.0,-21
DEN,ORL,2023-01-15,DEN,W,0.539,0.333,0.526,41.0,32.0,10.0,5.0,16.0,3,0.488,0.241,0.794,39.0,24.0,7.0,2.0,13.0,-3
SAS,SAC,2023-01-15,SAC,L,0.516,0.385,0.65,40.0,27.0,1.0,3.0,10.0,-13,0.551,0.467,0.8,38.0,24.0,5.0,2.0,6.0,13
DET,NYK,2023-01-15,NYK,L,0.446,0.409,0.8,38.0,23.0,4.0,4.0,12.0,-13,0.455,0.4,0.806,52.0,17.0,3.0,6.0,8.0,13
CHA,BOS,2023-01-16,BOS,L,0.456,0.419,0.767,38.0,26.0,7.0,2.0,5.0,-12,0.494,0.465,0.96,47.0,34.0,1.0,4.0,12.0,12
WAS,GSW,2023-01-16,GSW,L,0.488,0.4,0.87,36.0,31.0,7.0,2.0,14.0,-9,0.495,0.409,0.905,43.0,28.0,8.0,1.0,12.0,9
MIL,IND,2023-01-16,MIL,W,0.527,0.5,0.867,41.0,32.0,9.0,1.0,14.0,13,0.512,0.475,0.933,37.0,29.0,6.0,5.0,16.0,-13
MEM,PHX,2023-01-16,MEM,W,0.531,0.432,0.8,51.0,29.0,8.0,6.0,11.0,30,0.438,0.303,0.947,37.0,33.0,4.0,4.0,15.0,-30
CLE,NOP,2023-01-16,CLE,W,0.488,0.321,0.788,43.0,22.0,5.0,4.0,15.0,10,0.507,0.37,0.773,28.0,26.0,9.0,1.0,17.0,-10
MIN,UTA,2023-01-16,UTA,L,0.455,0.439,0.833,41.0,28.0,9.0,6.0,6.0,-1,0.536,0.382,0.821,50.0,25.0,0.0,5.0,18.0,1
LAL,HOU,2023-01-16,LAL,W,0.538,0.364,0.857,39.0,23.0,4.0,5.0,2.0,8,0.49,0.367,0.742,48.0,28.0,0.0,7.0,8.0,-8
NYK,TOR,2023-01-16,TOR,L,0.424,0.29,0.8,54.0,17.0,3.0,5.0,12.0,-2,0.396,0.295,0.829,42.0,27.0,8.0,12.0,6.0,2
ATL,MIA,2023-01-16,ATL,W,0.592,0.481,0.818,28.0,27.0,9.0,5.0,16.0,8,0.483,0.258,0.95,41.0,30.0,10.0,4.0,16.0,-8
LAC,PHI,2023-01-17,PHI,L,0.5,0.353,0.8,33.0,20.0,4.0,5.0,19.0,-10,0.534,0.419,0.853,33.0,25.0,12.0,4.0,15.0,10
MIL,TOR,2023-01-17,MIL,W,0.535,0.487,0.905,42.0,24.0,5.0,5.0,12.0,8,0.455,0.371,0.63,50.0,20.0,7.0,5.0,9.0,-8
SAS,BKN,2023-01-17,SAS,W,0.381,0.206,0.893,54.0,23.0,12.0,4.0,16.0,8,0.42,0.13,0.875,49.0,22.0,10.0,8.0,21.0,-8
DEN,POR,2023-01-17,DEN,W,0.5,0.344,0.821,42.0,32.0,8.0,6.0,12.0,9,0.458,0.325,0.96,35.0,21.0,3.0,4.0,13.0,-9
LAL,SAC,2023-01-18,SAC,L,0.483,0.324,0.778,36.0,26.0,9.0,3.0,7.0,-5,0.494,0.3,0.778,47.0,23.0,3.0,5.0,11.0,5
MEM,CLE,2023-01-18,MEM,W,0.454,0.324,0.727,42.0,22.0,10.0,7.0,8.0,1,0.512,0.457,0.667,47.0,29.0,4.0,7.0,19.0,-1
HOU,CHA,2023-01-18,CHA,L,0.505,0.313,0.75,47.0,21.0,4.0,5.0,20.0,-5,0.5,0.25,0.68,37.0,27.0,14.0,10.0,10.0,5
DEN,MIN,2023-01-18,DEN,W,0.529,0.381,0.75,34.0,27.0,10.0,2.0,16.0,4,0.519,0.375,0.786,36.0,26.0,6.0,10.0,19.0,-4
OKC,IND,2023-01-18,OKC,W,0.505,0.421,0.762,42.0,41.0,12.0,7.0,19.0,20,0.415,0.364,0.667,48.0,23.0,9.0,10.0,24.0,-20
DAL,ATL,2023-01-18,ATL,L,0.524,0.381,0.75,31.0,26.0,5.0,3.0,16.0,-8,0.57,0.5,0.95,35.0,28.0,7.0,4.0,12.0,8
UTA,LAC,2023-01-18,UTA,W,0.517,0.594,0.773,44.0,26.0,4.0,7.0,8.0,23,0.402,0.441,0.667,50.0,23.0,1.0,6.0,13.0,-23
NOP,MIA,2023-01-18,MIA,L,0.463,0.433,0.611,38.0,27.0,5.0,3.0,18.0,-26,0.532,0.343,0.75,43.0,37.0,11.0,2.0,11.0,26
NYK,WAS,2023-01-18,WAS,L,0.417,0.269,0.667,49.0,14.0,9.0,4.0,9.0,-11,0.442,0.381,0.842,52.0,28.0,5.0,9.0,14.0,11
MIN,TOR,2023-01-19,MIN,W,0.506,0.425,0.913,37.0,31.0,12.0,5.0,15.0,2,0.529,0.5,0.741,38.0,26.0,8.0,6.0,16.0,-2
BOS,GSW,2023-01-19,BOS,W,0.398,0.317,0.733,63.0,21.0,10.0,5.0,17.0,3,0.4,0.346,0.87,47.0,28.0,10.0,7.0,16.0,-3
POR,PHI,2023-01-19,PHI,L,0.376,0.243,0.759,44.0,19.0,4.0,3.0,16.0,-10,0.506,0.308,0.789,43.0,24.0,8.0,8.0,15.0,10
PHX,BKN,2023-01-19,PHX,W,0.459,0.393,0.683,49.0,30.0,4.0,3.0,16.0,5,0.524,0.423,0.6,34.0,27.0,10.0,6.0,13.0,-5
DET,CHI,2023-01-19,CHI,L,0.402,0.235,0.815,49.0,25.0,7.0,3.0,17.0,-18,0.543,0.304,0.905,48.0,23.0,11.0,8.0,14.0,18
CLE,GSW,2023-01-20,GSW,L,0.5,0.424,0.842,35.0,24.0,7.0,8.0,15.0,-6,0.488,0.535,0.684,45.0,25.0,9.0,4.0,18.0,6
SAC,OKC,2023-01-20,SAC,W,0.471,0.316,0.857,53.0,25.0,1.0,2.0,15.0,5,0.484,0.4,0.636,36.0,21.0,4.0,1.0,9.0,-5
LAL,MEM,2023-01-20,LAL,W,0.409,0.317,0.805,47.0,24.0,7.0,7.0,10.0,1,0.422,0.31,0.65,63.0,24.0,6.0,7.0,14.0,-1
DEN,IND,2023-01-20,DEN,W,0.614,0.5,0.692,38.0,38.0,16.0,4.0,18.0,23,0.44,0.25,0.784,39.0,23.0,7.0,2.0,21.0,-23
UTA,BKN,2023-01-20,BKN,L,0.42,0.41,0.696,46.0,24.0,6.0,1.0,11.0,-11,0.538,0.439,0.65,42.0,26.0,7.0,6.0,11.0,11
DAL,MIA,2023-01-20,DAL,W,0.463,0.474,0.821,37.0,21.0,7.0,1.0,10.0,25,0.478,0.2,0.741,39.0,15.0,3.0,1.0,16.0,-25
SAS,LAC,2023-01-20,LAC,L,0.573,0.538,0.714,34.0,34.0,3.0,1.0,7.0,-5,0.63,0.536,0.7,32.0,31.0,4.0,2.0,9.0,5
ATL,NYK,2023-01-20,ATL,W,0.56,0.382,0.875,39.0,27.0,6.0,4.0,7.0,15,0.59,0.433,0.765,34.0,27.0,5.0,3.0,12.0,-15
ORL,NOP,2023-01-20,ORL,W,0.52,0.5,0.882,42.0,28.0,2.0,5.0,15.0,13,0.451,0.286,0.75,39.0,29.0,9.0,5.0,11.0,-13
WAS,ORL,2023-01-21,WAS,W,0.537,0.529,0.72,46.0,34.0,6.0,5.0,8.0,20,0.467,0.412,0.833,41.0,24.0,3.0,10.0,11.0,-20
CLE,MIL,2023-01-21,CLE,W,0.558,0.318,0.647,41.0,33.0,9.0,3.0,9.0,12,0.453,0.359,0.909,36.0,24.0,3.0,6.0,16.0,-12
MIN,HOU,2023-01-21,MIN,W,0.458,0.415,0.833,30.0,20.0,12.0,9.0,12.0,9,0.481,0.375,0.576,56.0,24.0,4.0,6.0,23.0,-9
SAC,PHI,2023-01-21,PHI,L,0.548,0.394,0.759,29.0,28.0,6.0,5.0,9.0,-2,0.527,0.429,0.826,46.0,27.0,4.0,3.0,15.0,2
TOR,BOS,2023-01-21,BOS,L,0.535,0.368,0.714,41.0,24.0,7.0,9.0,14.0,-2,0.447,0.457,0.933,41.0,25.0,9.0,8.0,15.0,2
ATL,CHA,2023-01-21,CHA,L,0.542,0.44,0.85,40.0,24.0,5.0,4.0,18.0,-4,0.506,0.382,0.864,36.0,28.0,11.0,2.0,12.0,4
PHX,IND,2023-01-21,PHX,W,0.418,0.387,0.686,55.0,27.0,9.0,8.0,15.0,5,0.375,0.351,0.846,48.0,22.0,10.0,4.0,15.0,-5
TOR,NYK,2023-01-22,TOR,W,0.456,0.441,0.8,45.0,21.0,12.0,4.0,8.0,9,0.488,0.439,0.692,47.0,30.0,4.0,4.0,17.0,-9
DAL,LAC,2023-01-22,LAC,L,0.438,0.371,0.577,38.0,15.0,3.0,3.0,10.0,-14,0.455,0.429,0.968,46.0,20.0,6.0,3.0,11.0,14
DEN,OKC,2023-01-22,OKC,L,0.439,0.357,0.515,42.0,22.0,7.0,5.0,9.0,-2,0.449,0.269,0.875,50.0,21.0,4.0,5.0,8.0,2
GSW,BKN,2023-01-22,BKN,L,0.456,0.406,0.778,42.0,28.0,10.0,2.0,12.0,-4,0.544,0.519,0.645,42.0,30.0,4.0,7.0,16.0,4
POR,LAL,2023-01-22,LAL,L,0.43,0.37,0.84,38.0,24.0,5.0,7.0,12.0,-9,0.523,0.333,0.778,51.0,23.0,5.0,5.0,13.0,9
MIA,NOP,2023-01-22,MIA,W,0.438,0.235,0.815,42.0,17.0,16.0,1.0,22.0,4,0.474,0.267,0.778,41.0,24.0,17.0,4.0,25.0,-4
PHX,MEM,2023-01-22,PHX,W,0.443,0.371,0.84,40.0,25.0,10.0,5.0,17.0,2,0.435,0.344,0.704,52.0,28.0,8.0,4.0,20.0,-2
ORL,BOS,2023-01-23,ORL,W,0.512,0.407,0.667,40.0,22.0,10.0,3.0,11.0,15,0.434,0.391,0.727,37.0,24.0,5.0,4.0,18.0,-15
DET,MIL,2023-01-23,MIL,L,0.494,0.406,0.775,41.0,26.0,10.0,3.0,20.0,-20,0.561,0.442,0.708,50.0,38.0,11.0,6.0,19.0,20
SAC,MEM,2023-01-23,SAC,W,0.557,0.55,0.929,53.0,37.0,10.0,5.0,25.0,33,0.408,0.333,0.8,31.0,28.0,14.0,3.0,15.0,-33
HOU,MIN,2023-01-23,HOU,W,0.5,0.367,0.667,47.0,24.0,11.0,5.0,23.0,5,0.451,0.381,0.727,41.0,19.0,8.0,7.0,19.0,-5
POR,SAS,2023-01-23,POR,W,0.598,0.606,0.773,36.0,34.0,11.0,4.0,10.0,20,0.522,0.481,0.769,40.0,30.0,7.0,4.0,15.0,-20
CHI,ATL,2023-01-23,CHI,W,0.463,0.324,0.667,47.0,28.0,13.0,3.0,11.0,11,0.459,0.303,0.632,43.0,24.0,6.0,4.0,19.0,-11
UTA,CHA,2023-01-23,UTA,W,0.477,0.4,0.846,46.0,25.0,8.0,4.0,16.0,18,0.447,0.125,0.706,42.0,22.0,8.0,7.0,15.0,-18
IND,CHI,2023-01-24,IND,W,0.424,0.27,0.786,45.0,24.0,9.0,10.0,8.0,6,0.489,0.208,0.76,45.0,19.0,5.0,5.0,16.0,-6
PHX,CHA,2023-01-24,PHX,W,0.5,0.564,0.923,55.0,38.0,3.0,10.0,18.0,31,0.406,0.24,0.722,40.0,19.0,10.0,5.0,14.0,-31
LAL,LAC,2023-01-24,LAC,L,0.442,0.4,0.625,32.0,21.0,8.0,4.0,7.0,-18,0.607,0.5,0.8,47.0,25.0,4.0,9.0,15.0,18
NYK,CLE,2023-01-24,NYK,W,0.493,0.515,0.667,42.0,25.0,4.0,3.0,17.0,2,0.46,0.364,0.688,41.0,29.0,8.0,4.0,12.0,-2
NOP,DEN,2023-01-24,DEN,L,0.447,0.192,0.85,43.0,18.0,5.0,3.0,16.0,-1,0.488,0.333,0.769,34.0,27.0,8.0,5.0,12.0,1
DAL,WAS,2023-01-24,WAS,L,0.528,0.333,0.846,38.0,24.0,6.0,2.0,9.0,-1,0.506,0.367,0.78,41.0,28.0,7.0,3.0,11.0,1
MIA,BOS,2023-01-24,MIA,W,0.362,0.364,0.783,51.0,21.0,7.0,2.0,8.0,3,0.432,0.313,0.778,44.0,21.0,5.0,6.0,17.0,-3
SAC,TOR,2023-01-25,TOR,L,0.479,0.406,0.923,34.0,29.0,6.0,2.0,19.0,-18,0.495,0.3,0.714,41.0,28.0,12.0,8.0,10.0,18
GSW,MEM,2023-01-25,GSW,W,0.506,0.438,0.786,44.0,33.0,7.0,5.0,22.0,2,0.477,0.323,0.703,36.0,26.0,10.0,3.0,14.0,-2
POR,UTA,2023-01-25,POR,W,0.573,0.472,0.833,41.0,26.0,9.0,4.0,10.0,10,0.522,0.488,0.667,35.0,32.0,5.0,5.0,13.0,-10
LAL,SAS,2023-01-25,LAL,W,0.444,0.303,0.767,56.0,25.0,12.0,9.0,20.0,9,0.377,0.235,0.889,48.0,22.0,11.0,2.0,14.0,-9
HOU,WAS,2023-01-25,WAS,L,0.433,0.179,0.7,57.0,29.0,5.0,10.0,14.0,-5,0.398,0.316,0.783,48.0,27.0,13.0,7.0,8.0,5
MIL,DEN,2023-01-25,MIL,W,0.474,0.433,0.714,49.0,16.0,11.0,7.0,23.0,8,0.392,0.324,0.75,51.0,21.0,9.0,5.0,19.0,-8
ORL,IND,2023-01-25,ORL,W,0.561,0.536,0.76,34.0,34.0,8.0,7.0,18.0,6,0.482,0.429,0.793,32.0,25.0,14.0,5.0,17.0,-6
OKC,ATL,2023-01-25,ATL,L,0.52,0.441,0.688,37.0,31.0,12.0,2.0,12.0,-5,0.595,0.379,0.788,46.0,26.0,5.0,6.0,17.0,5
PHI,BKN,2023-01-25,PHI,W,0.512,0.474,0.972,36.0,26.0,10.0,4.0,11.0,4,0.645,0.538,0.778,31.0,29.0,3.0,4.0,16.0,-4
NOP,MIN,2023-01-25,MIN,L,0.435,0.316,0.762,42.0,25.0,4.0,7.0,15.0,-9,0.488,0.379,0.714,36.0,23.0,8.0,5.0,9.0,9
BOS,NYK,2023-01-26,NYK,L,0.41,0.348,0.826,54.0,22.0,4.0,4.0,13.0,-3,0.458,0.342,0.826,50.0,17.0,5.0,5.0,10.0,3
PHX,DAL,2023-01-26,DAL,L,0.407,0.406,0.75,50.0,24.0,4.0,6.0,9.0,-4,0.429,0.382,0.714,43.0,20.0,3.0,3.0,9.0,4
LAC,SAS,2023-01-26,LAC,W,0.584,0.474,0.762,37.0,26.0,9.0,9.0,5.0,38,0.451,0.333,0.643,42.0,24.0,2.0,1.0,14.0,-38
HOU,CLE,2023-01-26,CLE,L,0.513,0.238,0.6,46.0,24.0,5.0,6.0,22.0,-18,0.46,0.417,0.818,36.0,29.0,12.0,4.0,10.0,18
CHA,CHI,2023-01-26,CHA,W,0.464,0.219,0.839,52.0,24.0,8.0,5.0,16.0,15,0.407,0.16,0.818,43.0,16.0,8.0,2.0,13.0,-15
BKN,DET,2023-01-26,DET,L,0.457,0.342,0.852,40.0,24.0,5.0,6.0,16.0,-8,0.505,0.407,0.885,48.0,27.0,12.0,5.0,11.0,8
OKC,CLE,2023-01-27,OKC,W,0.526,0.556,0.88,46.0,19.0,5.0,2.0,15.0,12,0.443,0.276,0.778,37.0,27.0,9.0,5.0,10.0,-12
IND,MIL,2023-01-27,MIL,L,0.551,0.394,0.714,38.0,22.0,10.0,4.0,13.0,-10,0.531,0.419,0.613,50.0,32.0,11.0,3.0,16.0,10
MIN,MEM,2023-01-27,MIN,W,0.512,0.371,0.667,45.0,31.0,12.0,6.0,20.0,11,0.409,0.242,0.842,47.0,22.0,14.0,2.0,21.0,-11
MIA,ORL,2023-01-27,MIA,W,0.459,0.303,0.846,37.0,28.0,9.0,3.0,11.0,5,0.478,0.353,0.844,40.0,21.0,5.0,3.0,20.0,-5
GSW,TOR,2023-01-27,GSW,W,0.556,0.419,0.733,43.0,40.0,5.0,1.0,14.0,12,0.455,0.364,0.619,46.0,24.0,5.0,4.0,10.0,-12
MIN,SAC,2023-01-28,MIN,W,0.525,0.459,0.762,44.0,25.0,5.0,2.0,20.0,7,0.451,0.273,0.75,36.0,23.0,5.0,0.0,9.0,-7
ATL,LAC,2023-01-28,LAC,L,0.474,0.259,0.8,47.0,24.0,12.0,2.0,9.0,-7,0.525,0.487,0.895,37.0,25.0,5.0,5.0,14.0,7
PHI,DEN,2023-01-28,PHI,W,0.517,0.514,0.667,39.0,31.0,10.0,2.0,11.0,7,0.543,0.412,0.85,36.0,28.0,6.0,6.0,14.0,-7
BKN,NYK,2023-01-28,BKN,W,0.529,0.55,0.571,35.0,31.0,5.0,3.0,9.0,7,0.511,0.357,0.789,45.0,19.0,4.0,4.0,11.0,-7
ORL,CHI,2023-01-28,CHI,L,0.494,0.357,0.708,36.0,29.0,5.0,0.0,13.0,-19,0.593,0.457,0.842,38.0,30.0,5.0,6.0,12.0,19
NOP,WAS,2023-01-28,WAS,L,0.424,0.276,0.895,42.0,21.0,9.0,8.0,10.0,-10,0.455,0.306,0.759,53.0,18.0,5.0,8.0,18.0,10
SAS,PHX,2023-01-28,PHX,L,0.44,0.345,0.706,53.0,32.0,6.0,4.0,13.0,-10,0.485,0.333,0.769,52.0,31.0,7.0,6.0,9.0,10
UTA,DAL,2023-01-28,UTA,W,0.476,0.361,0.708,49.0,26.0,9.0,6.0,17.0,8,0.438,0.391,0.706,31.0,26.0,7.0,3.0,14.0,-8
DET,HOU,2023-01-28,HOU,L,0.458,0.368,0.774,35.0,23.0,10.0,5.0,16.0,-3,0.478,0.296,0.778,48.0,20.0,8.0,4.0,17.0,3
BOS,LAL,2023-01-28,BOS,W,0.464,0.325,0.872,46.0,18.0,8.0,9.0,12.0,4,0.448,0.286,0.75,47.0,30.0,4.0,0.0,12.0,-4
POR,TOR,2023-01-28,TOR,L,0.526,0.292,0.783,27.0,18.0,3.0,6.0,12.0,-18,0.522,0.333,0.944,45.0,24.0,6.0,3.0,8.0,18
MEM,IND,2023-01-29,MEM,W,0.483,0.243,0.773,41.0,29.0,10.0,8.0,9.0,12,0.456,0.281,0.905,38.0,21.0,4.0,6.0,18.0,-12
CHA,MIA,2023-01-29,CHA,W,0.542,0.375,0.773,47.0,25.0,6.0,3.0,19.0,5,0.484,0.323,0.739,36.0,26.0,11.0,0.0,11.0,-5
CLE,LAC,2023-01-29,CLE,W,0.564,0.606,0.737,35.0,35.0,9.0,7.0,13.0,23,0.416,0.105,0.852,45.0,17.0,6.0,0.0,15.0,-23
MIL,NOP,2023-01-29,MIL,W,0.552,0.395,0.6,57.0,27.0,7.0,4.0,12.0,25,0.441,0.382,0.714,38.0,25.0,7.0,3.0,12.0,-25
POR,ATL,2023-01-30,POR,W,0.544,0.475,0.889,32.0,24.0,2.0,7.0,8.0,4,0.468,0.433,0.8,45.0,26.0,5.0,0.0,7.0,-4
PHI,ORL,2023-01-30,ORL,L,0.471,0.367,0.783,45.0,28.0,8.0,3.0,19.0,-10,0.424,0.379,0.8,50.0,23.0,11.0,6.0,10.0,10
PHX,TOR,2023-01-30,PHX,W,0.494,0.393,0.81,42.0,28.0,10.0,4.0,12.0,8,0.449,0.273,0.895,44.0,19.0,9.0,4.0,14.0,-8
BKN,LAL,2023-01-30,BKN,W,0.474,0.39,0.789,50.0,24.0,8.0,9.0,11.0,17,0.393,0.379,0.622,53.0,24.0,1.0,3.0,14.0,-17
DAL,DET,2023-01-30,DAL,W,0.494,0.294,0.697,40.0,17.0,6.0,1.0,11.0,6,0.456,0.359,0.704,40.0,18.0,9.0,6.0,14.0,-6
OKC,GSW,2023-01-30,GSW,L,0.495,0.458,0.85,43.0,23.0,10.0,4.0,17.0,-8,0.511,0.426,0.8,44.0,37.0,9.0,4.0,15.0,8
MIN,SAC,2023-01-30,SAC,L,0.467,0.308,0.52,49.0,26.0,7.0,3.0,18.0,-7,0.475,0.3,0.682,50.0,20.0,15.0,3.0,12.0,7
